question,answer,region,channel,issue
(421) How do I handle reset password via the web app?,"For reset password on the web app, verify identity with the code we send and retry. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,web app,reset password
(422) How do I handle billing discrepancy via the mobile app?,"For billing discrepancy on the mobile app, submit shipment ID and carrier, then check tracking. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,mobile app,billing discrepancy
(423) How do I handle upgrade plan via the email?,"For upgrade plan on the email, attach proof of purchase and reason in the form. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,email,upgrade plan
(424) How do I handle downgrade plan via the chat?,"For downgrade plan on the chat, add a backup email and regenerate recovery codes. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,chat,downgrade plan
(425) How do I handle cancel subscription via the phone (enterprise)?,"For cancel subscription on the phone (enterprise), open Settings > Security and follow the prompts. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,phone (enterprise),cancel subscription
(426) How do I handle update payment method via the web app?,"For update payment method on the web app, visit Billing > Payments and refresh your card on file. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,web app,update payment method
(427) How do I handle two-factor auth via the mobile app?,"For two-factor auth on the mobile app, go to Plans and choose the desired tier, then confirm. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,mobile app,two-factor auth
(428) How do I handle shipping delay via the email?,"For shipping delay on the email, use the cancellation flow under Plans and give a reason. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,email,shipping delay
(429) How do I handle return request via the chat?,"For return request on the chat, verify identity with the code we send and retry. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,chat,return request
(430) How do I handle account locked via the phone (enterprise)?,"For account locked on the phone (enterprise), submit shipment ID and carrier, then check tracking. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,phone (enterprise),account locked
(431) How do I handle reset password via the web app?,"For reset password on the web app, attach proof of purchase and reason in the form. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,web app,reset password
(432) How do I handle billing discrepancy via the mobile app?,"For billing discrepancy on the mobile app, add a backup email and regenerate recovery codes. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,mobile app,billing discrepancy
(433) How do I handle upgrade plan via the email?,"For upgrade plan on the email, open Settings > Security and follow the prompts. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,email,upgrade plan
(434) How do I handle downgrade plan via the chat?,"For downgrade plan on the chat, visit Billing > Payments and refresh your card on file. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,chat,downgrade plan
(435) How do I handle cancel subscription via the phone (enterprise)?,"For cancel subscription on the phone (enterprise), go to Plans and choose the desired tier, then confirm. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,phone (enterprise),cancel subscription
(436) How do I handle update payment method via the web app?,"For update payment method on the web app, use the cancellation flow under Plans and give a reason. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,web app,update payment method
(437) How do I handle two-factor auth via the mobile app?,"For two-factor auth on the mobile app, verify identity with the code we send and retry. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,mobile app,two-factor auth
(438) How do I handle shipping delay via the email?,"For shipping delay on the email, submit shipment ID and carrier, then check tracking. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,email,shipping delay
(439) How do I handle return request via the chat?,"For return request on the chat, attach proof of purchase and reason in the form. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,chat,return request
(440) How do I handle account locked via the phone (enterprise)?,"For account locked on the phone (enterprise), add a backup email and regenerate recovery codes. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,phone (enterprise),account locked
(441) How do I handle reset password via the web app?,"For reset password on the web app, open Settings > Security and follow the prompts. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,web app,reset password
(442) How do I handle billing discrepancy via the mobile app?,"For billing discrepancy on the mobile app, visit Billing > Payments and refresh your card on file. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,mobile app,billing discrepancy
(443) How do I handle upgrade plan via the email?,"For upgrade plan on the email, go to Plans and choose the desired tier, then confirm. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,email,upgrade plan
(444) How do I handle downgrade plan via the chat?,"For downgrade plan on the chat, use the cancellation flow under Plans and give a reason. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,chat,downgrade plan
(445) How do I handle cancel subscription via the phone (enterprise)?,"For cancel subscription on the phone (enterprise), verify identity with the code we send and retry. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,phone (enterprise),cancel subscription
(446) How do I handle update payment method via the web app?,"For update payment method on the web app, submit shipment ID and carrier, then check tracking. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,web app,update payment method
(447) How do I handle two-factor auth via the mobile app?,"For two-factor auth on the mobile app, attach proof of purchase and reason in the form. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,mobile app,two-factor auth
(448) How do I handle shipping delay via the email?,"For shipping delay on the email, add a backup email and regenerate recovery codes. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,email,shipping delay
(449) How do I handle return request via the chat?,"For return request on the chat, open Settings > Security and follow the prompts. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,chat,return request
(450) How do I handle account locked via the phone (enterprise)?,"For account locked on the phone (enterprise), visit Billing > Payments and refresh your card on file. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,phone (enterprise),account locked
(451) How do I handle reset password via the web app?,"For reset password on the web app, go to Plans and choose the desired tier, then confirm. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,web app,reset password
(452) How do I handle billing discrepancy via the mobile app?,"For billing discrepancy on the mobile app, use the cancellation flow under Plans and give a reason. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,mobile app,billing discrepancy
(453) How do I handle upgrade plan via the email?,"For upgrade plan on the email, verify identity with the code we send and retry. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,email,upgrade plan
(454) How do I handle downgrade plan via the chat?,"For downgrade plan on the chat, submit shipment ID and carrier, then check tracking. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,chat,downgrade plan
(455) How do I handle cancel subscription via the phone (enterprise)?,"For cancel subscription on the phone (enterprise), attach proof of purchase and reason in the form. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,phone (enterprise),cancel subscription
(456) How do I handle update payment method via the web app?,"For update payment method on the web app, add a backup email and regenerate recovery codes. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,web app,update payment method
(457) How do I handle two-factor auth via the mobile app?,"For two-factor auth on the mobile app, open Settings > Security and follow the prompts. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,mobile app,two-factor auth
(458) How do I handle shipping delay via the email?,"For shipping delay on the email, visit Billing > Payments and refresh your card on file. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,email,shipping delay
(459) How do I handle return request via the chat?,"For return request on the chat, go to Plans and choose the desired tier, then confirm. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,chat,return request
(460) How do I handle account locked via the phone (enterprise)?,"For account locked on the phone (enterprise), use the cancellation flow under Plans and give a reason. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,phone (enterprise),account locked
(461) How do I handle reset password via the web app?,"For reset password on the web app, verify identity with the code we send and retry. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,web app,reset password
(462) How do I handle billing discrepancy via the mobile app?,"For billing discrepancy on the mobile app, submit shipment ID and carrier, then check tracking. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,mobile app,billing discrepancy
(463) How do I handle upgrade plan via the email?,"For upgrade plan on the email, attach proof of purchase and reason in the form. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,email,upgrade plan
(464) How do I handle downgrade plan via the chat?,"For downgrade plan on the chat, add a backup email and regenerate recovery codes. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,chat,downgrade plan
(465) How do I handle cancel subscription via the phone (enterprise)?,"For cancel subscription on the phone (enterprise), open Settings > Security and follow the prompts. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,phone (enterprise),cancel subscription
(466) How do I handle update payment method via the web app?,"For update payment method on the web app, visit Billing > Payments and refresh your card on file. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,web app,update payment method
(467) How do I handle two-factor auth via the mobile app?,"For two-factor auth on the mobile app, go to Plans and choose the desired tier, then confirm. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,mobile app,two-factor auth
(468) How do I handle shipping delay via the email?,"For shipping delay on the email, use the cancellation flow under Plans and give a reason. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,email,shipping delay
(469) How do I handle return request via the chat?,"For return request on the chat, verify identity with the code we send and retry. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,chat,return request
(470) How do I handle account locked via the phone (enterprise)?,"For account locked on the phone (enterprise), submit shipment ID and carrier, then check tracking. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,phone (enterprise),account locked
(471) How do I handle reset password via the web app?,"For reset password on the web app, attach proof of purchase and reason in the form. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,web app,reset password
(472) How do I handle billing discrepancy via the mobile app?,"For billing discrepancy on the mobile app, add a backup email and regenerate recovery codes. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,mobile app,billing discrepancy
(473) How do I handle upgrade plan via the email?,"For upgrade plan on the email, open Settings > Security and follow the prompts. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,email,upgrade plan
(474) How do I handle downgrade plan via the chat?,"For downgrade plan on the chat, visit Billing > Payments and refresh your card on file. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,chat,downgrade plan
(475) How do I handle cancel subscription via the phone (enterprise)?,"For cancel subscription on the phone (enterprise), go to Plans and choose the desired tier, then confirm. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,phone (enterprise),cancel subscription
(476) How do I handle update payment method via the web app?,"For update payment method on the web app, use the cancellation flow under Plans and give a reason. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,web app,update payment method
(477) How do I handle two-factor auth via the mobile app?,"For two-factor auth on the mobile app, verify identity with the code we send and retry. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,mobile app,two-factor auth
(478) How do I handle shipping delay via the email?,"For shipping delay on the email, submit shipment ID and carrier, then check tracking. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,email,shipping delay
(479) How do I handle return request via the chat?,"For return request on the chat, attach proof of purchase and reason in the form. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,chat,return request
(480) How do I handle account locked via the phone (enterprise)?,"For account locked on the phone (enterprise), add a backup email and regenerate recovery codes. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,phone (enterprise),account locked
(481) How do I handle reset password via the web app?,"For reset password on the web app, open Settings > Security and follow the prompts. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,web app,reset password
(482) How do I handle billing discrepancy via the mobile app?,"For billing discrepancy on the mobile app, visit Billing > Payments and refresh your card on file. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,mobile app,billing discrepancy
(483) How do I handle upgrade plan via the email?,"For upgrade plan on the email, go to Plans and choose the desired tier, then confirm. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,email,upgrade plan
(484) How do I handle downgrade plan via the chat?,"For downgrade plan on the chat, use the cancellation flow under Plans and give a reason. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,chat,downgrade plan
(485) How do I handle cancel subscription via the phone (enterprise)?,"For cancel subscription on the phone (enterprise), verify identity with the code we send and retry. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,phone (enterprise),cancel subscription
(486) How do I handle update payment method via the web app?,"For update payment method on the web app, submit shipment ID and carrier, then check tracking. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,web app,update payment method
(487) How do I handle two-factor auth via the mobile app?,"For two-factor auth on the mobile app, attach proof of purchase and reason in the form. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,mobile app,two-factor auth
(488) How do I handle shipping delay via the email?,"For shipping delay on the email, add a backup email and regenerate recovery codes. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,email,shipping delay
(489) How do I handle return request via the chat?,"For return request on the chat, open Settings > Security and follow the prompts. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,chat,return request
(490) How do I handle account locked via the phone (enterprise)?,"For account locked on the phone (enterprise), visit Billing > Payments and refresh your card on file. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,phone (enterprise),account locked
(491) How do I handle reset password via the web app?,"For reset password on the web app, go to Plans and choose the desired tier, then confirm. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,web app,reset password
(492) How do I handle billing discrepancy via the mobile app?,"For billing discrepancy on the mobile app, use the cancellation flow under Plans and give a reason. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,mobile app,billing discrepancy
(493) How do I handle upgrade plan via the email?,"For upgrade plan on the email, verify identity with the code we send and retry. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,email,upgrade plan
(494) How do I handle downgrade plan via the chat?,"For downgrade plan on the chat, submit shipment ID and carrier, then check tracking. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,chat,downgrade plan
(495) How do I handle cancel subscription via the phone (enterprise)?,"For cancel subscription on the phone (enterprise), attach proof of purchase and reason in the form. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,phone (enterprise),cancel subscription
(496) How do I handle update payment method via the web app?,"For update payment method on the web app, add a backup email and regenerate recovery codes. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,web app,update payment method
(497) How do I handle two-factor auth via the mobile app?,"For two-factor auth on the mobile app, open Settings > Security and follow the prompts. If it persists, open a ticket with logs, region=US, and a short description. Typical resolution: 24h.",US,mobile app,two-factor auth
(498) How do I handle shipping delay via the email?,"For shipping delay on the email, visit Billing > Payments and refresh your card on file. If it persists, open a ticket with logs, region=EU, and a short description. Typical resolution: 24h.",EU,email,shipping delay
(499) How do I handle return request via the chat?,"For return request on the chat, go to Plans and choose the desired tier, then confirm. If it persists, open a ticket with logs, region=APAC, and a short description. Typical resolution: 24h.",APAC,chat,return request
(500) How do I handle account locked via the phone (enterprise)?,"For account locked on the phone (enterprise), use the cancellation flow under Plans and give a reason. If it persists, open a ticket with logs, region=LATAM, and a short description. Typical resolution: 24h.",LATAM,phone (enterprise),account locked
